param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbv-regression-quadratic-real,cps+lazy-regression-quadratic-real,cps+native-compute-regression-quadratic-real,cps+simpl-regression-quadratic-real,cps+vm-compute-regression-quadratic-real,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-real,setoid-rewrite-regression-cubic-real
11848,11848,1,,,,,,0.077,,,
11870,1,11870,,,,0.158,,,,,
11870,11870,1,,,,0.166,,,,,
11884,1,11884,,,,,,0.079,,,
11884,11884,1,,,,,,0.079,,,
11900,1,11900,,0.051,0.074,,,,,,
11900,11900,1,,0.053,0.117,,,,,,
11920,1,11920,,,,,,0.117,,,
11920,11920,1,,,,,,0.077,,,
11944,1,11944,,0.07,,,,,,,
11944,11944,1,,0.08,,,,,,,
11956,1,11956,,,,,,0.097,,,
11956,11956,1,,,,,,0.077,,,
11958,1,11958,,0.069,0.15,,,,,,
11958,11958,1,,0.075,0.078,,,,,,
11971,1,11971,,,,0.151,,,,,
11971,11971,1,,,,0.167,,,,,
11990,109,110,,0.022,0.026,0.148,,0.071,,,
11992,1,11992,,,,,,0.083,,,
11992,11992,1,,,,,,0.08,,,
12017,1,12017,,0.073,0.09,,,,,,
12017,12017,1,,0.067,0.067,,,,,,
12028,1,12028,,,,,,0.067,,,
12028,12028,1,,,,,,0.083,,,
12064,1,12064,,,,,,0.094,,,
12064,12064,1,,,,,,0.118,,,
12071,1,12071,,,,0.155,,,,,
12071,12071,1,,,,0.167,,,,,
12075,1,12075,,0.079,0.076,,,,,,
12075,12075,1,,0.04,0.115,,,,,,
12100,1,12100,,,,,,0.09,,,
12100,110,110,,,,,,0.058,,,
12100,12100,1,,,,,,0.127,,,
12133,1,12133,,0.047,0.106,,,,,,
12133,12133,1,,0.044,0.107,,,,,,
12172,1,12172,,,,0.172,,,,,
12172,12172,1,,,,0.163,,,,,
12192,1,12192,,0.049,0.077,,,,,,
12192,12192,1,,0.062,0.077,,,,,,
12210,110,111,,0.039,0.026,0.169,,,,,
12250,1,12250,,0.073,0.114,,,,,,
12250,12250,1,,0.067,0.075,,,,,,
12273,1,12273,,,,0.186,,,,,
12273,12273,1,,,,0.168,,,,,
12308,1,12308,,0.048,0.089,,,,,,
12308,12308,1,,0.063,0.098,,,,,,
12367,1,12367,,0.062,0.094,,,,,,
12367,12367,1,,0.072,0.069,,,,,,
12373,1,12373,,,,0.166,,,,,
12373,12373,1,,,,0.185,,,,,
12425,1,12425,,0.068,0.111,,,,,,
12425,12425,1,,0.05,0.102,,,,,,
12432,111,112,,0.024,0.027,0.16,,,,,
12474,1,12474,,,,0.145,,,,,
12474,12474,1,,,,0.184,,,,,
12483,1,12483,,0.054,0.086,,,,,,
12483,12483,1,,0.064,0.071,,,,,,
12542,1,12542,,0.059,0.144,,,,,,
12542,12542,1,,0.066,0.092,,,,,,
12574,1,12574,,,,0.155,,,,,
12574,12574,1,,,,0.204,,,,,
12600,1,12600,,0.063,0.086,,,,,,
12600,12600,1,,0.072,0.065,,,,,,
12656,112,113,,0.024,0.048,0.143,,,,,
12658,1,12658,,0.088,0.089,,,,,,
12658,12658,1,,0.049,0.137,,,,,,
12675,1,12675,,,,0.153,,,,,
12675,12675,1,,,,0.161,,,,,
12717,1,12717,,0.097,0.138,,,,,,
12717,12717,1,,0.042,0.076,,,,,,
12775,1,12775,,0.108,0.154,,,,,,
12775,12775,1,,0.048,0.053,,,,,,
12786,1,12786,,,,0.147,,,,,
12786,12786,1,,,,0.192,,,,,
12833,1,12833,,0.082,0.085,,,,,,
12833,12833,1,,0.091,0.068,,,,,,
12863,1,12863,,,0.091,,,,,,
12863,12863,1,,,0.072,,,,,,
12882,113,114,,0.028,0.05,0.175,,,,,
12892,1,12892,,0.076,0.082,,,,,,
12892,12892,1,,0.063,0.098,,,,,,
12897,1,12897,,,,0.152,,,,,
12897,12897,1,,,,0.19,,,,,
12950,1,12950,,0.08,0.164,,,,,,
12950,12950,1,,0.043,0.092,,,,,,
13008,1,13008,,0.083,0.09,0.157,,,,,
13008,13008,1,,0.043,0.068,0.194,,,,,
13067,1,13067,,0.052,0.142,,,,,,
13067,13067,1,,0.067,0.09,,,,,,
13110,114,115,,0.024,0.05,0.211,,,,,
13120,1,13120,,,,0.154,,,,,
13120,13120,1,,,,0.18,,,,,
13125,1,13125,,0.109,0.126,,,,,,
13125,13125,1,,0.043,0.07,,,,,,
13183,1,13183,,0.071,0.154,,,,,,
13183,13183,1,,0.046,0.101,,,,,,
13231,1,13231,,,,0.177,,,,,
13231,13231,1,,,,0.205,,,,,
13242,1,13242,,0.053,0.079,,,,,,
13242,13242,1,,0.062,0.104,,,,,,
13300,1,13300,,0.085,0.138,,,,,,
13300,13300,1,,0.059,0.08,,,,,,
13340,115,116,,0.035,0.029,0.15,,,,,
13342,1,13342,,,,0.2,,,,,
13342,13342,1,,,,0.204,,,,,
13358,1,13358,,0.075,0.088,,,,,,
13358,13358,1,,0.058,0.104,,,,,,
13417,1,13417,,0.077,0.094,,,,,,
13417,13417,1,,0.069,0.077,,,,,,
13453,1,13453,,,,0.179,,,,,
13453,13453,1,,,,0.222,,,,,
13475,1,13475,,0.102,0.144,,,,,,
13475,13475,1,,0.047,0.087,,,,,,
13533,1,13533,,0.086,0.124,,,,,,
13533,13533,1,,0.064,0.093,,,,,,
13564,1,13564,,,,0.154,,,,,
13564,13564,1,,,,0.217,,,,,
13572,116,117,,0.05,0.049,0.175,,,,,
13592,1,13592,,0.086,0.158,,,,,,
13592,13592,1,,0.062,0.139,,,,,,
13650,1,13650,,0.083,0.091,,,,,,
13650,13650,1,,0.064,0.102,,,,,,
13675,1,13675,,,,0.176,,,,,
13675,13675,1,,,,0.209,,,,,
13708,1,13708,,0.078,0.065,,,,,,
13708,13708,1,,0.063,0.058,,,,,,
13767,1,13767,,0.057,0.067,,,,,,
13767,13767,1,,0.061,0.1,,,,,,
13787,1,13787,,,,0.15,,,,,
13787,13787,1,,,,0.196,,,,,
13806,117,118,,0.053,0.03,0.172,,,,,
13825,1,13825,,0.054,0.152,,,,,,
13825,13825,1,,0.063,0.096,,,,,,
13883,1,13883,,0.074,0.087,,,,,,
13883,13883,1,,0.074,0.106,,,,,,
13898,1,13898,,,,0.155,,,,,
13898,13898,1,,,,0.223,,,,,
13942,1,13942,,0.062,0.089,,,,,,
13942,13942,1,,0.065,0.063,,,,,,
14000,1,14000,,0.096,0.089,,,,,,
14000,14000,1,,0.074,0.111,,,,,,
14009,1,14009,,,,0.159,,,,,
14009,14009,1,,,,0.186,,,,,
14042,118,119,,0.037,0.03,0.179,,,,,
14058,1,14058,,0.083,0.128,,,,,,
14058,14058,1,,0.065,0.136,,,,,,
14083,1,14083,,,,0.149,,,,,
14083,14083,1,,,,0.171,,,,,
14088,1,14088,,,0.083,,,,,,
14088,14088,1,,,0.102,,,,,,
14117,1,14117,,0.08,0.092,,,,,,
14117,14117,1,,0.063,0.1,,,,,,
14120,1,14120,,,,0.17,,,,,
14120,14120,1,,,,0.203,,,,,
14175,1,14175,,0.08,0.143,,,,,,
14175,14175,1,,0.075,0.059,,,,,,
14231,1,14231,,,,0.187,,,,,
14231,14231,1,,,,0.195,,,,,
14233,1,14233,,0.082,0.156,,,,,,
14233,14233,1,,0.063,0.097,,,,,,
14280,119,120,,0.026,0.057,0.152,,,,,
14292,1,14292,,0.07,0.093,,,,,,
14292,14292,1,,0.054,0.107,,,,,,
14342,1,14342,,,,0.164,,,,,
14342,14342,1,,,,0.19,,,,,
14350,1,14350,,0.088,0.097,,,,,,
14350,14350,1,,0.063,0.075,,,,,,
14408,1,14408,,0.078,0.125,,,,,,
14408,14408,1,,0.071,0.117,,,,,,
14454,1,14454,,,,0.179,,,,,
14454,14454,1,,,,0.197,,,,,
14467,1,14467,,0.094,0.139,,,,,,
14467,14467,1,,0.07,0.1,,,,,,
14520,120,121,,0.054,0.031,0.184,,,,,
14525,1,14525,,0.076,0.181,,,,,,
14525,14525,1,,0.049,0.075,,,,,,
14565,1,14565,,,,0.158,,,,,
14565,14565,1,,,,0.198,,,,,
14583,1,14583,,0.073,0.083,,,,,,
14583,14583,1,,0.058,0.104,,,,,,
14642,1,14642,,0.07,0.161,,,,,,
14642,14642,1,,0.058,0.102,,,,,,
14676,1,14676,,,,0.175,,,,,
14676,14676,1,,,,0.189,,,,,
14700,1,14700,,0.117,0.202,,,,,,
14700,14700,1,,0.049,0.112,,,,,,
14758,1,14758,,0.08,0.09,,,,,,
14758,14758,1,,0.092,0.102,,,,,,
14762,121,122,,0.046,0.059,0.189,,,,,
14787,1,14787,,,,0.179,,,,,
14787,14787,1,,,,0.213,,,,,
14817,1,14817,,0.084,0.154,,,,,,
14817,14817,1,,0.068,0.112,,,,,,
14875,1,14875,,0.069,0.185,,,,,,
14875,14875,1,,0.06,0.145,,,,,,
14919,1,14919,,,,0.161,,,,,
14919,14919,1,,,,0.199,,,,,
14933,1,14933,,0.065,0.091,,,,,,
14933,14933,1,,0.072,0.106,,,,,,
14992,1,14992,,0.094,0.12,,,,,,
14992,14992,1,,0.072,0.106,,,,,,
15006,122,123,,0.039,0.033,0.178,,,,,
15050,1,15050,,0.085,0.164,,,,,,
15050,15050,1,,0.068,0.096,,,,,,
15051,1,15051,,,,0.173,,,,,
15051,15051,1,,,,0.219,,,,,
15108,1,15108,,0.091,0.092,,,,,,
15108,15108,1,,0.069,0.106,,,,,,
15167,1,15167,,0.131,0.159,,,,,,
15167,15167,1,,0.092,0.097,,,,,,
15183,1,15183,,,,0.185,,,,,
15183,15183,1,,,,0.233,,,,,
15190,1,15190,,0.064,,,,,,,
15190,15190,1,,0.064,,,,,,,
15225,1,15225,,0.085,0.174,,,,,,
15225,15225,1,,0.05,0.188,,,,,,
15252,123,124,,0.049,0.033,0.164,,,,,
15283,1,15283,,0.076,0.087,,,,,,
15283,15283,1,,0.065,0.07,,,,,,
15313,1,15313,,,0.106,,,,,,
15313,15313,1,,,0.136,,,,,,
15315,1,15315,,,,0.182,,,,,
15315,15315,1,,,,0.206,,,,,
15342,1,15342,,0.07,0.13,,,,,,
15342,15342,1,,0.055,0.132,,,,,,
15400,1,15400,,0.083,0.112,,,,,,
15400,15400,1,,0.09,0.068,,,,,,
15447,1,15447,,,,0.173,,,,,
15447,15447,1,,,,0.219,,,,,
15458,1,15458,,0.126,0.097,,,,,,
15458,15458,1,,0.077,0.072,,,,,,
15492,1,15492,,,,0.16,,,,,
15492,15492,1,,,,0.185,,,,,
15500,124,125,,0.029,0.072,0.174,,,,,
15517,1,15517,,0.09,0.189,,,,,,
15517,15517,1,,0.068,0.139,,,,,,
15575,1,15575,,0.079,0.104,,,,,,
15575,15575,1,,0.07,0.109,,,,,,
15579,1,15579,,,,0.181,,,,,
15579,15579,1,,,,0.235,,,,,
15633,1,15633,,0.126,0.188,,,,,,
15633,15633,1,,0.112,0.073,,,,,,
15680,1,15680,,0.092,,,,,,,
15680,15680,1,,0.103,,,,,,,
15692,1,15692,,0.09,0.138,,,,,,
15692,15692,1,,0.094,0.105,,,,,,
15711,1,15711,,,,0.193,,,,,
15711,15711,1,,,,0.245,,,,,
15750,1,15750,,0.083,0.091,,,,,,
15750,125,126,,0.048,0.052,0.193,,,,,
15750,15750,1,,0.054,0.124,,,,,,
15808,1,15808,,0.07,0.135,,,,,,
15808,15808,1,,0.053,0.144,,,,,,
15844,1,15844,,,,0.16,,,,,
15844,15844,1,,,,0.263,,,,,
15867,1,15867,,0.081,0.171,,,,,,
15867,15867,1,,0.082,0.112,,,,,,
15925,1,15925,,0.083,0.181,,,,,,
15925,15925,1,,0.071,0.109,,,,,,
15976,1,15976,,,,0.161,,,,,
15976,15976,1,,,,0.218,,,,,
15983,1,15983,,0.095,0.214,,,,,,
15983,15983,1,,0.074,0.087,,,,,,
16002,126,127,,0.038,0.064,0.171,,,,,
16042,1,16042,,0.088,0.087,,,,,,
16042,16042,1,,0.104,0.128,,,,,,
16100,1,16100,,0.119,0.138,,,,,,
16100,16100,1,,0.111,0.151,,,,,,
16108,1,16108,,,,0.177,,,,,
16108,16108,1,,,,0.209,,,,,
16158,1,16158,,0.081,0.188,,,,,,
16158,16158,1,,0.086,0.125,,,,,,
16170,1,16170,,0.09,,,,,,,
16170,16170,1,,0.065,,,,,,,
16217,1,16217,,0.085,0.142,,,,,,
16217,16217,1,,0.094,0.112,,,,,,
16240,1,16240,,,,0.191,,,,,
16240,16240,1,,,,0.226,,,,,
16256,127,128,,0.044,0.09,0.193,,,,,
16275,1,16275,,0.096,0.186,,,,,,
16275,16275,1,,0.068,0.133,,,,,,
16333,1,16333,,0.064,0.122,,,,,,
16333,16333,1,,0.08,0.081,,,,,,
16372,1,16372,,,,0.2,,,,,
16372,16372,1,,,,0.21,,,,,
16392,1,16392,,0.111,0.147,,,,,,
16392,16392,1,,0.083,0.111,,,,,,
16450,1,16450,,0.084,0.168,,,,,,
16450,16450,1,,0.067,0.143,,,,,,
16504,1,16504,,,,0.194,,,,,
16504,16504,1,,,,0.199,,,,,
16508,1,16508,,0.074,0.137,,,,,,
16508,16508,1,,0.07,0.19,,,,,,
16512,128,129,,0.064,0.09,0.204,,,,,
16538,1,16538,,,0.223,,,,,,
16538,16538,1,,,0.129,,,,,,
16567,1,16567,,0.124,0.173,,,,,,
16567,16567,1,,0.092,0.069,,,,,,
16625,1,16625,,0.095,0.095,,,,,,
16625,16625,1,,0.07,0.129,,,,,,
16636,1,16636,,,,0.183,,,,,
16636,16636,1,,,,0.246,,,,,
16660,1,16660,,0.096,,,,,,,
16660,16660,1,,0.068,,,,,,,
16683,1,16683,,0.142,0.164,,,,,,
16683,16683,1,,0.131,0.117,,,,,,
16742,1,16742,,0.088,0.121,,,,,,
16742,16742,1,,0.063,0.112,,,,,,
16768,1,16768,,,,0.2,,,,,
16768,16768,1,,,,0.252,,,,,
16770,129,130,,0.043,0.068,0.168,,,,,
16800,1,16800,,0.076,0.163,,,,,,
16800,16800,1,,0.094,0.116,,,,,,
16858,1,16858,,0.091,0.202,,,,,,
16858,16858,1,,0.077,0.114,,,,,,
16900,1,16900,,,,0.177,,,,,
16900,130,130,,,,0.201,,,,,
16900,16900,1,,,,0.213,,,,,
16917,1,16917,,0.134,0.185,,,,,,
16917,16917,1,,0.092,0.138,,,,,,
16975,1,16975,,0.089,0.2,,,,,,
16975,16975,1,,0.069,0.125,,,,,,
17030,130,131,,0.032,0.06,,,,,,
17033,1,17033,,0.084,0.098,,,,,,
17033,17033,1,,0.097,0.13,,,,,,
17092,1,17092,,0.102,0.446,,,,,,
17092,17092,1,,0.107,0.07,,,,,,
17150,1,17150,,0.096,0.146,,,,,,
17150,17150,1,,0.063,0.178,,,,,,
17208,1,17208,,0.09,,,,,,,
17208,17208,1,,0.092,,,,,,,
17220,1,17220,,,0.11,,,,,,
17220,17220,1,,,0.163,,,,,,
17267,1,17267,,0.103,,,,,,,
17267,17267,1,,0.075,,,,,,,
17290,1,17290,,,0.144,,,,,,
17290,17290,1,,,0.138,,,,,,
17292,131,132,,0.084,0.037,,,,,,
17325,1,17325,,0.08,,,,,,,
17325,17325,1,,0.1,,,,,,,
17360,1,17360,,,0.152,,,,,,
17360,17360,1,,,0.113,,,,,,
17383,1,17383,,0.095,,,,,,,
17383,17383,1,,0.066,,,,,,,
17430,1,17430,,,0.149,,,,,,
17430,17430,1,,,0.119,,,,,,
17442,1,17442,,0.136,,,,,,,
17442,17442,1,,0.091,,,,,,,
17500,1,17500,,0.071,0.124,,,,,,
17500,17500,1,,0.088,0.12,,,,,,
17556,132,133,,0.032,0.061,,,,,,
17558,1,17558,,0.146,,,,,,,
17558,17558,1,,0.101,,,,,,,
17570,1,17570,,,0.159,,,,,,
17570,17570,1,,,0.121,,,,,,
17617,1,17617,,0.132,,,,,,,
17617,17617,1,,0.075,,,,,,,
17640,1,17640,,,0.155,,,,,,
17640,17640,1,,,0.159,,,,,,
17675,1,17675,,0.151,,,,,,,
17675,17675,1,,0.105,,,,,,,
17710,1,17710,,,0.184,,,,,,
17710,17710,1,,,0.116,,,,,,
17733,1,17733,,0.089,,,,,,,
17733,17733,1,,0.061,,,,,,,
17763,1,17763,,0.092,,,,,,,
17763,17763,1,,0.093,,,,,,,
17780,1,17780,,,0.124,,,,,,
17780,17780,1,,,0.122,,,,,,
17792,1,17792,,0.085,,,,,,,
17792,17792,1,,0.087,,,,,,,
17822,133,134,,0.052,0.04,,,,,,
17850,1,17850,,0.152,0.166,,,,,,
17850,17850,1,,0.1,0.115,,,,,,
17908,1,17908,,0.094,,,,,,,
17908,17908,1,,0.074,,,,,,,
17920,1,17920,,,0.173,,,,,,
17920,17920,1,,,0.122,,,,,,
17967,1,17967,,0.089,0.205,,,,,,
17967,17967,1,,0.087,0.127,,,,,,
17990,1,17990,,,0.348,,,,,,
17990,17990,1,,,0.162,,,,,,
18025,1,18025,,0.104,,,,,,,
18025,18025,1,,0.076,,,,,,,
18060,1,18060,,,0.198,,,,,,
18060,18060,1,,,0.116,,,,,,
18083,1,18083,,0.146,,,,,,,
18083,18083,1,,0.145,,,,,,,
18090,134,135,,0.048,0.094,,,,,,
18130,1,18130,,,0.166,,,,,,
18130,18130,1,,,0.123,,,,,,
18142,1,18142,,0.099,,,,,,,
18142,18142,1,,0.098,,,,,,,
18200,1,18200,,0.082,0.154,,,,,,
18200,18200,1,,0.072,0.149,,,,,,
18258,1,18258,,0.13,,,,,,,
18258,18258,1,,0.082,,,,,,,
18270,1,18270,,,0.181,,,,,,
18270,18270,1,,,0.163,,,,,,
18317,1,18317,,0.096,,,,,,,
18317,18317,1,,0.105,,,,,,,
18340,1,18340,,,0.258,,,,,,
18340,18340,1,,,0.076,,,,,,
18360,135,136,,0.034,0.129,,,,,,
18375,1,18375,,0.091,,,,,,,
18375,18375,1,,0.092,,,,,,,
18410,1,18410,,,0.1,,,,,,
18410,18410,1,,,0.126,,,,,,
18433,1,18433,,0.09,,,,,,,
18433,18433,1,,0.084,,,,,,,
18480,1,18480,,,0.15,,,,,,
18480,18480,1,,,0.14,,,,,,
18492,1,18492,,0.123,,,,,,,
18492,18492,1,,0.092,,,,,,,
18550,1,18550,,0.087,0.172,,,,,,
18550,18550,1,,0.09,0.139,,,,,,
18608,1,18608,,0.073,,,,,,,
18608,18608,1,,0.069,,,,,,,
18620,1,18620,,,0.189,,,,,,
18620,18620,1,,,0.123,,,,,,
18632,136,137,,0.294,0.131,,,,,,
18667,1,18667,,0.138,,,,,,,
18667,18667,1,,0.142,,,,,,,
18690,1,18690,,,0.212,,,,,,
18690,18690,1,,,0.154,,,,,,
18725,1,18725,,0.1,,,,,,,
18725,18725,1,,0.09,,,,,,,
18760,1,18760,,,0.165,,,,,,
18760,18760,1,,,0.179,,,,,,
18783,1,18783,,0.158,0.15,,,,,,
18783,18783,1,,0.063,0.15,,,,,,
18830,1,18830,,,0.201,,,,,,
18830,18830,1,,,0.172,,,,,,
18842,1,18842,,0.092,,,,,,,
18842,18842,1,,0.114,,,,,,,
18900,1,18900,,0.087,0.184,,,,,,
18900,18900,1,,0.075,0.177,,,,,,
18906,137,138,,0.052,0.113,,,,,,
18958,1,18958,,0.135,,,,,,,
18958,18958,1,,0.085,,,,,,,
18970,1,18970,,,0.182,,,,,,
18970,18970,1,,,0.121,,,,,,
18988,1,18988,,0.124,,,,,,,
18988,18988,1,,0.103,,,,,,,
19017,1,19017,,0.099,,,,,,,
19017,19017,1,,0.094,,,,,,,
19040,1,19040,,,0.182,,,,,,
19040,19040,1,,,0.125,,,,,,
19075,1,19075,,0.108,,,,,,,
19075,19075,1,,0.105,,,,,,,
19110,1,19110,,,0.171,,,,,,
19110,19110,1,,,0.127,,,,,,
19133,1,19133,,0.111,,,,,,,
19133,19133,1,,0.092,,,,,,,
19180,1,19180,,,0.129,,,,,,
19180,19180,1,,,0.151,,,,,,
19182,138,139,,0.097,0.068,,,,,,
19192,1,19192,,0.088,,,,,,,
19192,19192,1,,0.094,,,,,,,
19250,1,19250,,0.148,0.221,,,,,,
19250,19250,1,,0.099,0.209,,,,,,
19308,1,19308,,0.098,,,,,,,
19308,19308,1,,0.098,,,,,,,
19320,1,19320,,,0.161,,,,,,
19320,19320,1,,,0.175,,,,,,
19367,1,19367,,0.098,,,,,,,
19367,19367,1,,0.081,,,,,,,
19390,1,19390,,,0.197,,,,,,
19390,19390,1,,,0.17,,,,,,
19425,1,19425,,0.111,,,,,,,
19425,19425,1,,0.101,,,,,,,
19460,1,19460,,,0.243,,,,,,
19460,139,140,,0.036,0.11,,,,,,
19460,19460,1,,,0.189,,,,,,
19483,1,19483,,0.151,,,,,,,
19483,19483,1,,0.093,,,,,,,
19530,1,19530,,,0.167,,,,,,
19530,19530,1,,,0.177,,,,,,
19542,1,19542,,0.177,,,,,,,
19542,19542,1,,0.115,,,,,,,
19600,1,19600,,0.118,0.17,,,,,,
19600,140,140,,0.087,0.043,,,,,,
19600,19600,1,,0.086,0.105,,,,,,
